InvoiceDate,CustomerID,TotalAmount,Quantity,InvoiceNo,Country,Cluster
2023-01-24 14:54:00,14911.0,232.44,46,1,EIRE,1
2023-01-24 15:09:00,12421.0,157.45,104,1,Spain,1
2023-01-24 15:32:00,12691.0,114.0,72,1,France,1
2023-01-24 15:47:00,15797.0,15.0,1,1,United Kingdom,0
2023-01-24 15:48:00,13117.0,111.78,102,1,United Kingdom,1
2023-01-24 15:52:00,15052.0,135.88,80,1,United Kingdom,0
2023-01-24 15:59:00,17001.0,374.93,189,1,United Kingdom,1
2023-01-24 16:05:00,14130.0,483.86,258,1,United Kingdom,0
2023-01-25 08:21:00,13615.0,417.69,189,1,United Kingdom,0
2023-01-25 09:01:00,13901.0,154.45,63,1,United Kingdom,1
2023-01-25 09:11:00,12417.0,278.44,72,1,Belgium,1
2023-01-25 09:58:00,13158.0,256.40999999999997,135,1,United Kingdom,1
2023-01-25 10:20:00,18075.0,333.08000000000004,188,1,United Kingdom,1
2023-01-25 10:38:00,18077.0,231.83,229,1,United Kingdom,1
2023-01-25 10:42:00,12348.0,227.44,601,1,Finland,1
2023-01-25 10:49:00,14257.0,620.14,424,1,United Kingdom,1
2023-01-25 10:56:00,14298.0,451.5,882,1,United Kingdom,1
2023-01-25 10:57:00,14298.0,456.6,350,1,United Kingdom,1
2023-01-25 11:07:00,15311.0,162.8,88,1,United Kingdom,1
2023-01-25 11:08:00,12971.0,88.80000000000001,72,1,United Kingdom,1
2023-01-25 11:18:00,14409.0,214.9,109,1,United Kingdom,1
2023-01-25 11:20:00,15218.0,500.06,264,1,United Kingdom,1
2023-01-25 11:41:00,14543.0,81.4,44,1,United Kingdom,1
2023-01-25 11:41:00,15110.0,169.65,69,1,United Kingdom,1
2023-01-25 11:57:00,15967.0,173.8,62,1,United Kingdom,1
2023-01-25 11:59:00,15601.0,416.64,704,1,United Kingdom,1
2023-01-25 11:59:00,16757.0,106.83000000000001,81,1,United Kingdom,0
2023-01-25 12:03:00,14527.0,90.9,14,1,United Kingdom,1
2023-01-25 12:15:00,18144.0,15.8,4,1,United Kingdom,1
2023-01-25 12:16:00,13815.0,922.01,603,1,Germany,1
2023-01-25 12:21:00,15213.0,15.149999999999999,10,1,United Kingdom,0
2023-01-25 12:26:00,18008.0,130.81,355,1,United Kingdom,1
2023-01-25 12:31:00,14680.0,209.05,127,1,United Kingdom,1
2023-01-25 12:33:00,14534.0,253.12,141,1,United Kingdom,1
2023-01-25 12:35:00,14849.0,414.84000000000003,304,1,United Kingdom,1
2023-01-25 12:39:00,15518.0,241.89,159,1,United Kingdom,1
2023-01-25 12:46:00,17677.0,200.1,76,1,United Kingdom,1
2023-01-25 12:52:00,17236.0,199.32999999999998,141,1,United Kingdom,1
2023-01-25 13:04:00,16531.0,146.1,86,1,United Kingdom,1
2023-01-25 13:15:00,15339.0,257.9,159,1,United Kingdom,1
2023-01-25 13:26:00,12744.0,762.18,638,1,Singapore,1
2023-01-25 13:26:00,13198.0,800.19,575,1,United Kingdom,1
2023-01-25 13:35:00,12854.0,389.90000000000003,162,1,United Kingdom,1
2023-01-25 13:37:00,12709.0,125.58,126,1,Germany,1
2023-01-25 13:38:00,16222.0,846.72,365,1,United Kingdom,0
2023-01-25 13:43:00,17460.0,133.5,42,1,United Kingdom,1
2023-01-25 13:46:00,14189.0,274.74,136,1,United Kingdom,1
2023-01-25 13:55:00,13168.0,632.18,365,1,United Kingdom,1
2023-01-25 13:55:00,14341.0,335.63,203,2,United Kingdom,1
2023-01-25 14:00:00,16943.0,451.03,97,1,United Kingdom,0
2023-01-25 14:33:00,17515.0,231.48,93,1,United Kingdom,1
2023-01-25 14:36:00,17082.0,386.94,314,1,United Kingdom,1
2023-01-25 14:44:00,14299.0,164.4,88,1,United Kingdom,1
2023-01-25 14:45:00,14248.0,98.58,78,1,United Kingdom,0
2023-01-25 14:47:00,16497.0,233.08,110,1,United Kingdom,1
2023-01-25 14:53:00,13001.0,17.85,3,1,United Kingdom,1
2023-01-25 15:13:00,12609.0,287.93,223,1,Germany,1
2023-01-25 15:18:00,13002.0,120.94999999999999,73,1,United Kingdom,0
2023-01-25 15:36:00,13468.0,146.1,66,1,United Kingdom,1
2023-01-25 15:55:00,16133.0,180.51,311,1,United Kingdom,1
2023-01-25 15:59:00,12691.0,36.0,2,1,France,1
2023-01-25 16:33:00,13049.0,153.78,78,1,United Kingdom,0
2023-01-25 16:36:00,15189.0,17.700000000000003,6,1,United Kingdom,1
2023-01-26 09:04:00,12971.0,15.299999999999999,6,1,United Kingdom,1
2023-01-26 09:23:00,15061.0,28.799999999999997,40,1,United Kingdom,1
2023-01-26 09:27:00,13405.0,160.05,37,1,United Kingdom,1
2023-01-26 10:02:00,12782.0,473.83000000000004,215,1,Portugal,1
2023-01-26 10:10:00,14060.0,176.5,189,1,United Kingdom,1
2023-01-26 10:17:00,17811.0,36.55,20,1,United Kingdom,1
2023-01-26 10:30:00,13491.0,187.85,71,1,United Kingdom,1
2023-01-26 10:33:00,13534.0,347.15,187,2,United Kingdom,1
2023-01-26 11:14:00,16043.0,307.85,155,1,United Kingdom,1
2023-01-26 11:27:00,14049.0,917.33,756,1,United Kingdom,1
2023-01-26 11:35:00,16422.0,106.50000000000001,30,1,United Kingdom,1
2023-01-26 12:15:00,13837.0,68.7,26,1,United Kingdom,0
2023-01-26 12:19:00,17118.0,157.02,154,1,United Kingdom,0
2023-01-26 12:27:00,12472.0,589.5600000000001,422,1,Germany,1
2023-01-26 12:29:00,14911.0,751.56,686,1,EIRE,1
2023-01-26 12:35:00,14606.0,7.800000000000001,12,1,United Kingdom,1
2023-01-26 12:36:00,14606.0,158.5,108,1,United Kingdom,1
2023-01-26 12:36:00,17735.0,594.04,314,1,United Kingdom,1
2023-01-26 12:38:00,15373.0,32.849999999999994,3,1,United Kingdom,1
2023-01-26 12:40:00,14978.0,379.28000000000003,90,1,United Kingdom,1
2023-01-26 12:43:00,14233.0,100.85000000000001,47,1,United Kingdom,1
2023-01-26 12:45:00,17888.0,92.7,112,1,United Kingdom,1
2023-01-26 13:20:00,17075.0,188.86,76,1,United Kingdom,1
2023-01-26 13:33:00,14243.0,328.4,150,1,United Kingdom,1
2023-01-26 13:37:00,13113.0,179.29,103,1,United Kingdom,1
2023-01-26 13:38:00,12474.0,350.4,207,1,Germany,1
2023-01-26 13:38:00,17389.0,110.7,42,1,United Kingdom,1
2023-01-26 13:40:00,16714.0,886.58,606,1,United Kingdom,0
2023-01-26 13:46:00,13098.0,109.5,85,1,United Kingdom,1
2023-01-26 13:46:00,16714.0,9.95,1,1,United Kingdom,0
2023-01-26 13:56:00,15661.0,19.8,36,1,United Kingdom,0
2023-01-26 14:19:00,17027.0,191.55,100,1,United Kingdom,1
2023-01-26 14:30:00,12347.0,475.39,315,1,Iceland,1
2023-01-26 14:35:00,12591.0,368.85,225,1,Italy,0
2023-01-26 14:35:00,17786.0,114.85,56,1,United Kingdom,1
2023-01-26 14:45:00,16124.0,249.0,48,1,United Kingdom,0
2023-01-26 14:51:00,16409.0,271.56,135,1,United Kingdom,1
2023-01-26 14:58:00,13754.0,112.2,78,1,United Kingdom,0
2023-01-26 15:00:00,17841.0,79.65,48,1,United Kingdom,1
2023-01-26 15:31:00,15227.0,318.23,173,1,United Kingdom,1
2023-01-26 15:49:00,12997.0,176.35,75,1,United Kingdom,1
2023-01-26 16:41:00,14733.0,109.15,19,1,United Kingdom,1
2023-01-26 17:08:00,17372.0,162.4,58,1,United Kingdom,1
2023-01-26 17:27:00,15867.0,142.71,53,1,United Kingdom,1
2023-01-26 17:37:00,16918.0,275.78,173,1,United Kingdom,1
2023-01-26 17:43:00,16882.0,9.9,2,1,United Kingdom,1
2023-01-27 08:30:00,15358.0,490.88,420,1,United Kingdom,1
2023-01-27 09:33:00,14442.0,574.68,253,1,Channel Islands,0
2023-01-27 09:42:00,16496.0,617.7,438,1,United Kingdom,1
2023-01-27 10:02:00,16782.0,339.6,129,1,United Kingdom,1
2023-01-27 10:18:00,13089.0,596.2,436,1,United Kingdom,1
2023-01-27 10:19:00,12764.0,741.33,265,1,Lebanon,0
2023-01-27 10:30:00,14440.0,286.76,132,1,United Kingdom,1
2023-01-27 10:43:00,14911.0,433.05,142,1,EIRE,1
2023-01-27 10:56:00,17311.0,412.86,362,1,United Kingdom,1
2023-01-27 11:05:00,12539.0,1537.3500000000001,629,1,Spain,1
2023-01-27 11:15:00,14040.0,126.75,65,1,United Kingdom,1
2023-01-27 11:55:00,15910.0,149.49,93,1,United Kingdom,1
2023-01-27 12:06:00,12826.0,329.38,267,1,United Kingdom,1
2023-01-27 12:10:00,15513.0,163.74,108,1,United Kingdom,1
2023-01-27 12:11:00,16949.0,74.42,46,1,United Kingdom,1
2023-01-27 12:13:00,14560.0,50.25,27,1,United Kingdom,1
2023-01-27 12:19:00,14709.0,407.95,135,1,United Kingdom,1
2023-01-27 12:19:00,16700.0,508.36,463,1,United Kingdom,1
2023-01-27 12:40:00,14701.0,396.45,143,1,United Kingdom,1
2023-01-27 13:08:00,12645.0,369.29999999999995,235,1,Germany,1
2023-01-27 13:23:00,13004.0,318.59999999999997,296,1,United Kingdom,1
2023-01-27 13:29:00,12468.0,220.59,127,1,Germany,0
2023-01-27 13:37:00,13078.0,50.04,24,1,United Kingdom,1
2023-01-27 13:38:00,16767.0,608.86,711,1,United Kingdom,1
2023-01-27 13:40:00,15696.0,264.26,126,1,United Kingdom,1
2023-01-27 13:42:00,12626.0,110.1,40,1,Germany,1
2023-01-27 13:53:00,13506.0,157.4,92,1,United Kingdom,0
2023-01-27 14:07:00,17213.0,321.1,106,1,United Kingdom,1
2023-01-27 14:10:00,14738.0,204.77,83,1,United Kingdom,1
2023-01-27 14:31:00,15827.0,177.35000000000002,95,1,United Kingdom,1
2023-01-27 14:35:00,17540.0,150.0,40,1,United Kingdom,1
2023-01-27 14:45:00,14239.0,159.60000000000002,48,1,United Kingdom,1
2023-01-27 14:46:00,12868.0,182.45000000000002,119,1,United Kingdom,0
2023-01-27 14:48:00,16814.0,210.9,106,1,United Kingdom,1
2023-01-27 15:02:00,18125.0,556.46,392,1,United Kingdom,1
2023-01-27 15:22:00,13328.0,175.68,136,1,United Kingdom,0
2023-01-27 15:36:00,13174.0,692.3000000000001,270,1,United Kingdom,1
2023-01-27 15:38:00,15549.0,897.25,395,1,United Kingdom,1
2023-01-27 15:51:00,14541.0,316.21000000000004,231,1,United Kingdom,1
2023-01-27 16:11:00,13534.0,31.799999999999997,4,1,United Kingdom,1
2023-01-27 16:13:00,17757.0,133.45,51,1,United Kingdom,1
2023-01-27 16:17:00,15601.0,283.74,210,1,United Kingdom,1
2023-01-27 16:29:00,13280.0,392.01,343,1,United Kingdom,1
2023-01-27 16:30:00,15311.0,135.75,93,1,United Kingdom,1
2023-01-27 16:43:00,15864.0,58.699999999999996,26,1,United Kingdom,0
2023-01-27 16:49:00,16725.0,116.4,26,1,United Kingdom,0
2023-01-27 17:41:00,14662.0,101.05,67,1,United Kingdom,1
2023-01-27 18:05:00,17180.0,247.54,171,1,United Kingdom,1
2023-01-27 19:33:00,14702.0,181.35,59,1,United Kingdom,1
2023-01-28 09:09:00,15057.0,212.4,282,1,United Kingdom,0
2023-01-28 09:20:00,12574.0,218.45,61,1,France,0
2023-01-28 10:08:00,13330.0,256.62,182,1,United Kingdom,0
2023-01-28 10:10:00,13552.0,155.3,42,1,United Kingdom,1
2023-01-28 10:28:00,12853.0,427.40000000000003,138,1,United Kingdom,0
2023-01-28 10:40:00,13538.0,31.8,4,1,United Kingdom,0
2023-01-28 10:45:00,12726.0,301.68,318,1,France,1
2023-01-28 10:47:00,16755.0,316.06,193,1,United Kingdom,1
2023-01-28 11:27:00,14133.0,318.0,152,1,United Kingdom,0
2023-01-28 11:58:00,16327.0,570.12,440,1,United Kingdom,1
2023-01-28 12:06:00,16523.0,511.4,134,1,United Kingdom,1
2023-01-28 12:07:00,15527.0,111.0,91,1,United Kingdom,1
2023-01-28 12:19:00,15159.0,413.59999999999997,202,1,United Kingdom,1
2023-01-28 12:21:00,15547.0,238.67,167,1,United Kingdom,1
2023-01-28 12:28:00,17965.0,150.88,63,1,United Kingdom,1
2023-01-28 12:43:00,14659.0,593.17,323,1,United Kingdom,1
2023-01-28 12:48:00,17188.0,358.88,230,1,United Kingdom,1
2023-01-28 13:04:00,13141.0,215.51999999999998,178,1,United Kingdom,1
2023-01-28 13:08:00,15365.0,208.61,85,1,United Kingdom,1
2023-01-28 13:18:00,16019.0,19.8,4,1,United Kingdom,1
2023-01-28 13:27:00,13707.0,478.56,180,1,United Kingdom,0
2023-01-28 13:37:00,12735.0,271.55,87,1,France,0
2023-01-28 13:54:00,15079.0,285.69,203,1,United Kingdom,0
2023-01-28 14:37:00,12431.0,384.68,110,1,Australia,1
2023-01-28 14:42:00,13141.0,309.05,123,1,United Kingdom,1
2023-01-28 14:45:00,15696.0,19.8,4,1,United Kingdom,1
2023-01-28 14:53:00,14215.0,160.05,67,1,United Kingdom,1
2023-01-28 14:57:00,13709.0,474.7,303,1,United Kingdom,1
2023-01-28 15:09:00,14051.0,160.8,96,1,United Kingdom,1
2023-01-28 15:21:00,18016.0,168.1,55,1,United Kingdom,1
2023-01-28 15:29:00,17329.0,106.2,31,1,United Kingdom,1
2023-01-28 15:45:00,12377.0,486.90000000000003,332,1,Switzerland,0
2023-01-28 15:53:00,14401.0,5.04,12,1,United Kingdom,1
2023-01-28 16:18:00,17920.0,71.35,53,1,United Kingdom,1
2023-01-30 10:19:00,14040.0,257.90000000000003,110,1,United Kingdom,1
2023-01-30 10:27:00,14532.0,182.8,24,1,United Kingdom,0
2023-01-30 10:33:00,16326.0,159.43,21,1,United Kingdom,1
2023-01-30 10:43:00,14805.0,109.25,29,1,United Kingdom,1
2023-01-30 11:01:00,17062.0,102.64,94,1,United Kingdom,0
2023-01-30 11:11:00,16923.0,310.61,139,1,United Kingdom,1
2023-01-30 11:52:00,16897.0,213.03,58,1,United Kingdom,0
2023-01-30 12:09:00,15579.0,199.6,56,1,United Kingdom,1
2023-01-30 12:09:00,16985.0,213.64,158,1,United Kingdom,1
2023-01-30 12:42:00,17796.0,225.1,59,1,United Kingdom,1
2023-01-30 13:36:00,14595.0,104.80000000000001,56,1,United Kingdom,1
2023-01-30 13:48:00,13148.0,411.75,145,1,United Kingdom,1
2023-01-30 13:51:00,16770.0,269.3,185,1,United Kingdom,1
2023-01-30 14:03:00,13161.0,112.75,29,1,United Kingdom,0
2023-01-30 14:05:00,13148.0,351.56,240,1,United Kingdom,1
2023-01-30 14:13:00,15415.0,572.8100000000001,575,1,United Kingdom,0
2023-01-30 14:19:00,17841.0,165.9,82,1,United Kingdom,1
2023-01-30 14:36:00,17431.0,403.3,292,1,United Kingdom,0
2023-01-30 14:37:00,15708.0,197.25000000000003,63,1,United Kingdom,1
2023-01-30 15:22:00,13148.0,14.95,1,1,United Kingdom,1
2023-01-30 15:40:00,16816.0,249.67000000000002,143,1,United Kingdom,1
2023-01-30 15:48:00,17463.0,709.51,417,1,United Kingdom,1
2023-01-30 15:52:00,14502.0,155.21,66,1,United Kingdom,1
2023-01-30 15:54:00,13869.0,574.19,261,1,United Kingdom,1
2023-01-31 08:56:00,13089.0,295.95,196,1,United Kingdom,1
2023-01-31 09:05:00,12528.0,439.53000000000003,278,1,Germany,1
2023-01-31 09:41:00,17239.0,264.0,120,1,United Kingdom,0
2023-01-31 09:51:00,12720.0,279.3,182,1,Germany,1
2023-01-31 09:51:00,14426.0,502.22,442,1,United Kingdom,1
2023-01-31 09:55:00,14426.0,12.75,1,1,United Kingdom,1
2023-01-31 09:57:00,12731.0,466.17,343,1,France,1
2023-01-31 10:09:00,12841.0,123.95,50,1,United Kingdom,1
2023-01-31 10:42:00,15448.0,494.64,232,1,United Kingdom,0
2023-01-31 10:44:00,18239.0,56.099999999999994,42,1,United Kingdom,0
2023-01-31 11:25:00,17314.0,64.0,16,1,United Kingdom,1
2023-01-31 11:42:00,17220.0,320.0,142,1,United Kingdom,1
2023-01-31 11:46:00,12476.0,339.98,118,1,Germany,1
2023-01-31 11:46:00,17373.0,145.25,89,1,United Kingdom,1
2023-01-31 11:46:00,18245.0,439.18,320,1,United Kingdom,1
2023-01-31 12:09:00,15738.0,176.82,190,1,United Kingdom,1
2023-01-31 12:10:00,18145.0,609.01,567,1,United Kingdom,1
2023-01-31 12:16:00,17068.0,368.7,242,1,United Kingdom,1
2023-01-31 12:18:00,14527.0,101.8,22,1,United Kingdom,1
2023-01-31 12:21:00,14688.0,113.1,72,1,United Kingdom,1
2023-01-31 12:34:00,13408.0,60.239999999999995,96,1,United Kingdom,1
2023-01-31 12:35:00,14467.0,131.7,37,1,United Kingdom,1
2023-01-31 12:50:00,18095.0,45.1,14,1,United Kingdom,0
2023-01-31 13:07:00,17621.0,120.78,58,1,United Kingdom,1
2023-01-31 13:17:00,14776.0,457.56,636,1,United Kingdom,1
2023-01-31 13:17:00,15144.0,378.32,264,1,United Kingdom,1
2023-01-31 13:19:00,17894.0,93.60000000000001,35,1,United Kingdom,1
2023-01-31 13:27:00,12668.0,838.8,432,1,Germany,1
2023-01-31 13:27:00,14744.0,37.98,30,1,United Kingdom,1
2023-01-31 13:39:00,16403.0,177.5,114,1,United Kingdom,0
2023-01-31 14:02:00,16407.0,212.23999999999998,102,1,United Kingdom,1
2023-01-31 14:07:00,17580.0,121.17,71,1,United Kingdom,0
2023-01-31 14:13:00,15602.0,102.2,36,1,United Kingdom,1
2023-01-31 14:18:00,17619.0,218.52,127,1,United Kingdom,0
2023-01-31 14:35:00,12778.0,134.48,117,1,Netherlands,1
2023-01-31 14:53:00,17256.0,77.2,42,1,United Kingdom,0
2023-01-31 14:59:00,16779.0,265.05,151,1,United Kingdom,1
2023-01-31 15:05:00,16191.0,14.750000000000002,5,1,United Kingdom,1
2023-01-31 15:09:00,17604.0,136.24,54,1,United Kingdom,0
2023-01-31 15:11:00,14006.0,151.8,92,1,United Kingdom,0
2023-01-31 15:17:00,15194.0,256.17,224,1,United Kingdom,1
2023-01-31 15:27:00,13600.0,174.67000000000002,321,1,United Kingdom,0
2023-01-31 15:35:00,15058.0,120.52,28,1,United Kingdom,1
2023-01-31 15:36:00,12681.0,287.94,166,1,France,1
2023-01-31 15:37:00,14744.0,0.55,1,1,United Kingdom,1
2023-01-31 15:52:00,15058.0,178.79999999999998,103,1,United Kingdom,1
2023-01-31 15:57:00,17389.0,30.599999999999998,12,1,United Kingdom,1
2023-01-31 16:02:00,17375.0,176.66,250,1,United Kingdom,0
2023-01-31 16:26:00,16191.0,14.750000000000002,5,1,United Kingdom,1
2023-01-31 16:47:00,15881.0,180.44,96,1,United Kingdom,0
2023-01-31 16:48:00,15881.0,1.9,2,1,United Kingdom,0
2023-01-31 16:59:00,15881.0,4.95,1,1,United Kingdom,0
2023-02-01 08:23:00,15240.0,252.9,258,1,United Kingdom,1
2023-02-01 08:31:00,14911.0,797.77,463,1,EIRE,1
2023-02-01 09:01:00,14496.0,234.47,73,1,United Kingdom,0
2023-02-01 09:36:00,17147.0,279.9,226,1,United Kingdom,1
2023-02-01 09:38:00,17675.0,358.1,156,1,United Kingdom,1
2023-02-01 10:00:00,12712.0,314.15000000000003,61,1,Germany,1
2023-02-01 10:15:00,17314.0,362.40000000000003,256,1,United Kingdom,1
2023-02-01 10:37:00,16570.0,283.26,222,1,United Kingdom,1
2023-02-01 10:38:00,16612.0,280.05,135,1,United Kingdom,1
2023-02-01 10:38:00,17511.0,498.8,837,1,United Kingdom,1
2023-02-01 10:47:00,15039.0,347.5,152,1,United Kingdom,1
2023-02-01 10:59:00,18055.0,336.91,105,1,United Kingdom,1
2023-02-01 11:07:00,17356.0,178.22,166,1,United Kingdom,0
2023-02-01 11:08:00,17884.0,235.72,269,1,United Kingdom,1
2023-02-01 11:16:00,14606.0,3.67,2,1,United Kingdom,1
2023-02-01 11:19:00,12836.0,47.7,6,1,United Kingdom,1
2023-02-01 11:20:00,12836.0,604.34,207,1,United Kingdom,1
2023-02-01 11:21:00,14850.0,325.75,293,1,United Kingdom,0
2023-02-01 11:30:00,13939.0,184.5,202,1,United Kingdom,1
2023-02-01 11:31:00,16745.0,239.29999999999998,172,1,United Kingdom,1
2023-02-01 11:40:00,17228.0,123.42999999999999,175,1,United Kingdom,1
2023-02-01 11:42:00,13606.0,70.02,114,1,United Kingdom,1
2023-02-01 11:51:00,14606.0,161.2,77,1,United Kingdom,1
2023-02-01 11:58:00,13494.0,316.26000000000005,162,1,United Kingdom,0
2023-02-01 12:03:00,13802.0,151.64,212,1,United Kingdom,0
2023-02-01 12:08:00,12929.0,117.85,37,1,United Kingdom,0
2023-02-01 12:25:00,16419.0,252.66,98,1,United Kingdom,0
2023-02-01 12:27:00,17035.0,259.51,143,1,United Kingdom,0
2023-02-01 12:29:00,15203.0,211.94,224,1,United Kingdom,1
2023-02-01 12:42:00,15939.0,51.839999999999996,96,1,United Kingdom,1
2023-02-01 12:54:00,14587.0,150.2,58,1,United Kingdom,1
2023-02-01 13:09:00,16515.0,320.51,199,1,United Kingdom,1
2023-02-01 13:10:00,12373.0,364.6,197,1,Austria,0
2023-02-01 13:15:00,15687.0,379.1,132,1,United Kingdom,1
2023-02-01 13:25:00,15311.0,606.27,306,1,United Kingdom,1
2023-02-01 13:26:00,16705.0,398.01,244,1,United Kingdom,1
2023-02-01 13:36:00,18202.0,485.73,197,1,United Kingdom,0
2023-02-01 13:45:00,12775.0,214.45,113,1,Netherlands,1
2023-02-01 13:47:00,14549.0,289.24,136,1,United Kingdom,0
2023-02-01 13:55:00,15854.0,53.10000000000001,18,1,United Kingdom,1
2023-02-01 14:01:00,16110.0,409.7,210,1,United Kingdom,1
2023-02-01 14:12:00,17376.0,105.85,35,1,United Kingdom,1
2023-02-01 14:24:00,14180.0,134.1,16,1,United Kingdom,1
2023-02-01 14:29:00,14217.0,88.3,12,1,United Kingdom,1
2023-02-01 14:43:00,16011.0,231.0,180,1,United Kingdom,1
2023-02-01 14:46:00,15107.0,40.8,48,1,United Kingdom,0
2023-02-01 14:58:00,12682.0,315.4,146,1,France,1
2023-02-01 15:11:00,12540.0,161.68,147,1,Spain,1
2023-02-01 15:24:00,13110.0,223.85000000000002,64,1,United Kingdom,1
2023-02-01 15:41:00,12676.0,167.5,142,1,Sweden,1
2023-02-01 16:03:00,16161.0,272.4,142,1,United Kingdom,1
2023-02-01 16:18:00,15940.0,35.8,4,1,United Kingdom,0
2023-02-02 09:06:00,12682.0,348.09,137,1,France,1
2023-02-02 09:08:00,14665.0,394.40000000000003,150,1,United Kingdom,1
2023-02-02 09:39:00,14457.0,68.64,52,1,United Kingdom,0
2023-02-02 10:06:00,18198.0,131.0,60,1,United Kingdom,1
2023-02-02 10:22:00,17863.0,446.58,414,1,United Kingdom,1
2023-02-02 10:34:00,17811.0,289.3,105,1,United Kingdom,1
2023-02-02 10:41:00,14233.0,152.9,50,1,United Kingdom,1
2023-02-02 10:46:00,15589.0,184.95,125,1,United Kingdom,0
2023-02-02 10:54:00,13089.0,916.0,500,1,United Kingdom,1
2023-02-02 11:01:00,13093.0,214.08,230,1,United Kingdom,0
2023-02-02 11:14:00,17560.0,31.200000000000003,48,1,United Kingdom,0
2023-02-02 11:41:00,15226.0,154.41,71,1,United Kingdom,0
2023-02-02 11:43:00,13468.0,141.3,44,1,United Kingdom,1
2023-02-02 11:55:00,14460.0,30.0,24,1,United Kingdom,0
2023-02-02 12:02:00,16156.0,303.84000000000003,136,1,United Kingdom,1
2023-02-02 12:03:00,17230.0,269.1,108,1,United Kingdom,0
2023-02-02 12:09:00,13728.0,158.57999999999998,38,1,United Kingdom,1
2023-02-02 12:10:00,15046.0,148.51,79,1,United Kingdom,1
2023-02-02 12:26:00,14127.0,314.63,161,1,United Kingdom,0
2023-02-02 12:36:00,13491.0,117.09,97,1,United Kingdom,1
2023-02-02 12:38:00,14312.0,126.82,78,1,United Kingdom,1
2023-02-02 12:42:00,16378.0,144.2,116,1,United Kingdom,0
2023-02-02 12:53:00,17975.0,89.56,43,1,United Kingdom,1
2023-02-02 12:54:00,13894.0,160.85,105,1,United Kingdom,1
2023-02-02 13:07:00,13824.0,164.88,156,1,United Kingdom,1
2023-02-02 13:11:00,18041.0,128.68,122,1,United Kingdom,1
2023-02-02 13:16:00,18250.0,349.27,199,1,United Kingdom,0
2023-02-02 13:25:00,15270.0,169.9,50,1,United Kingdom,1
2023-02-02 13:28:00,17961.0,7.2,2,1,United Kingdom,1
2023-02-02 13:46:00,14188.0,398.0,223,1,United Kingdom,1
2023-02-02 14:17:00,13199.0,15.0,1,1,United Kingdom,1
2023-02-02 14:25:00,17912.0,21.6,4,1,United Kingdom,0
2023-02-02 14:29:00,15005.0,203.58,85,1,United Kingdom,1
2023-02-02 14:36:00,15421.0,295.06,174,1,United Kingdom,1
2023-02-02 14:37:00,16771.0,654.96,396,1,United Kingdom,1
2023-02-02 14:38:00,15270.0,225.70000000000002,78,1,United Kingdom,1
2023-02-02 14:39:00,13777.0,87.98,56,1,United Kingdom,1
2023-02-02 14:40:00,17446.0,68.10000000000001,102,1,United Kingdom,0
2023-02-02 14:51:00,12414.0,153.76,145,1,Austria,0
2023-02-02 15:09:00,14443.0,304.9,184,1,United Kingdom,1
2023-02-02 15:13:00,13576.0,24.450000000000003,15,1,United Kingdom,1
2023-02-02 15:22:00,12437.0,150.5,207,1,France,1
2023-02-02 15:26:00,14798.0,75.68,76,1,United Kingdom,1
2023-02-02 15:39:00,12990.0,39.0,20,1,United Kingdom,1
2023-02-02 15:48:00,17841.0,106.48,45,1,United Kingdom,1
2023-02-02 15:57:00,17223.0,133.95,48,1,United Kingdom,0
2023-02-02 16:01:00,12350.0,334.4,197,1,Norway,0
2023-02-02 16:15:00,14735.0,110.45000000000002,43,1,United Kingdom,1
2023-02-02 17:06:00,17337.0,1026.72,703,1,United Kingdom,1
2023-02-02 17:08:00,16405.0,6.85,3,1,United Kingdom,0
2023-02-02 17:15:00,17848.0,44.35,13,1,United Kingdom,0
2023-02-03 08:18:00,17071.0,250.55,110,1,United Kingdom,1
2023-02-03 09:04:00,14309.0,156.22,82,1,United Kingdom,1
2023-02-03 09:37:00,13873.0,121.45,29,1,United Kingdom,0
2023-02-03 09:42:00,16210.0,37.5,10,1,United Kingdom,1
2023-02-03 09:58:00,12600.0,64.94,42,1,Germany,1
2023-02-03 10:26:00,17362.0,150.0,76,1,United Kingdom,0
2023-02-03 10:39:00,13394.0,238.16,176,1,United Kingdom,1
2023-02-03 10:41:00,12502.0,428.75,161,1,Spain,1
2023-02-03 10:47:00,12471.0,194.70000000000002,90,1,Germany,1
2023-02-03 11:28:00,16030.0,331.24,283,1,United Kingdom,0
2023-02-03 11:30:00,16814.0,170.7,59,1,United Kingdom,1
2023-02-03 11:39:00,14044.0,123.79,74,1,United Kingdom,1
2023-02-03 11:49:00,13102.0,162.16,104,1,United Kingdom,1
2023-02-03 12:00:00,16684.0,25.919999999999998,72,1,United Kingdom,1
2023-02-03 12:12:00,15658.0,193.70000000000002,53,1,United Kingdom,0
2023-02-03 12:27:00,13800.0,511.52,307,1,United Kingdom,0
2023-02-03 12:37:00,14085.0,244.22,124,1,United Kingdom,1
2023-02-03 12:44:00,15719.0,428.11,202,1,United Kingdom,1
2023-02-03 13:06:00,13047.0,407.9,199,1,United Kingdom,1
2023-02-03 13:26:00,14156.0,706.46,238,1,EIRE,1
2023-02-03 13:27:00,14606.0,77.0,37,1,United Kingdom,1
2023-02-03 13:29:00,17672.0,660.04,535,1,United Kingdom,1
2023-02-03 13:30:00,12464.0,49.3,10,1,Belgium,1
2023-02-03 13:31:00,13842.0,193.36,114,1,United Kingdom,1
