CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,Unique_Products,Customer_Lifetime,Country,Cluster,R_Score,F_Score,M_Score,RFM_Score,CLV_Estimate
13358.0,269,1,389.03,13.893928571428571,28,0,United Kingdom,0,1,1,3,113,18.782533068783067
13359.0,64,1,389.56,17.707272727272727,22,0,United Kingdom,0,3,1,3,313,99.43314685314685
13362.0,9,4,2971.94,18.121585365853658,128,278,United Kingdom,1,5,4,5,545,2645.751463414634
13363.0,18,2,892.5,15.387931034482758,46,26,United Kingdom,0,4,2,4,424,591.2205081669691
13364.0,71,1,134.95999999999998,13.495999999999999,10,0,United Kingdom,0,3,1,1,311,68.41722222222222
13365.0,34,2,2097.87,16.649761904761903,121,184,United Kingdom,1,3,2,5,325,347.266462585034
13368.0,257,2,478.0,18.384615384615383,26,80,United Kingdom,0,1,2,3,123,52.01848539057841
13369.0,366,1,258.28000000000003,19.86769230769231,13,0,United Kingdom,0,1,1,2,112,19.759421504925594
13370.0,372,1,754.87,19.355641025641027,39,0,United Kingdom,0,1,1,4,114,18.940506633670175
13372.0,90,1,328.64,14.938181818181818,22,0,United Kingdom,0,2,1,2,212,59.91688311688311
13373.0,61,3,2780.0,18.533333333333335,128,215,United Kingdom,1,3,3,5,335,327.32258064516134
13375.0,89,1,676.65,18.795833333333334,36,0,United Kingdom,0,2,1,3,213,76.2275462962963
13376.0,99,3,869.76,17.3952,44,135,United Kingdom,0,2,3,4,234,190.47743999999997
13379.0,26,3,572.56,5.902680412371134,85,110,United Kingdom,0,4,3,3,433,239.3864833906071
13381.0,32,6,3288.31,19.690479041916166,75,267,United Kingdom,1,4,5,5,455,1306.7317909635274
13382.0,281,1,222.99,14.866000000000001,15,0,United Kingdom,0,1,1,2,112,19.24145390070922
13384.0,31,7,2980.51,21.59789855072464,121,147,United Kingdom,1,4,5,5,455,1724.4572124094204
13385.0,330,1,484.67,14.255,34,0,United Kingdom,0,1,1,3,113,15.71925981873112
13388.0,131,2,574.05,17.395454545454545,33,0,United Kingdom,0,2,2,3,223,96.20213498622589
13389.0,11,3,797.96,15.646274509803922,50,221,United Kingdom,1,5,3,4,534,1427.7225490196079
13390.0,75,1,185.88,20.653333333333332,9,0,United Kingdom,0,2,1,2,212,99.19035087719297
13394.0,2,8,2088.92,14.019597315436242,121,308,United Kingdom,1,5,5,5,555,13645.74138702461
13395.0,185,1,307.72,14.653333333333334,21,0,United Kingdom,0,1,1,2,112,28.75519713261649
13396.0,29,2,808.85,23.11,35,290,United Kingdom,1,4,2,4,424,562.3433333333332
13397.0,73,4,549.84,21.9936,21,266,United Kingdom,1,2,4,3,243,433.9277837837838
13398.0,192,1,457.34,17.59,26,0,United Kingdom,0,1,1,3,113,33.2660621761658
13402.0,127,2,517.73,13.992702702702703,31,244,United Kingdom,0,2,2,3,223,79.80213260135135
13403.0,18,1,30.0,15.0,2,0,United Kingdom,0,4,1,1,411,288.1578947368421
13404.0,1,2,188.74,18.874000000000002,10,211,United Kingdom,1,5,2,2,522,6889.010000000001
13405.0,74,3,572.451,21.201888888888888,25,243,United Kingdom,1,2,3,3,233,309.54757777777775
13408.0,2,47,5431.0,23.716157205240176,106,371,United Kingdom,1,5,5,5,555,135616.8922852984
13410.0,24,4,303.06,18.94125,11,267,United Kingdom,1,4,4,2,442,1106.1689999999999
13411.0,107,1,213.55,11.863888888888889,17,0,United Kingdom,0,2,1,2,212,40.09555041152264
13414.0,134,2,471.78,23.589,20,23,United Kingdom,0,2,2,3,223,127.55533333333332
13416.0,44,2,378.3,27.021428571428572,11,37,United Kingdom,0,3,2,3,323,438.34761904761905
13417.0,5,2,640.83,22.886785714285715,26,200,United Kingdom,1,5,2,3,523,2784.5589285714286
13418.0,12,18,3967.7,14.323826714801443,211,360,United Kingdom,1,5,5,5,555,7239.041655095807
13419.0,64,1,221.06,13.81625,16,0,United Kingdom,0,3,1,2,312,77.58355769230769
13420.0,150,2,159.85,19.98125,8,20,United Kingdom,0,2,2,1,221,96.59809602649007
13421.0,40,2,1537.28,15.528080808080809,84,249,United Kingdom,1,3,2,5,325,276.47558511948756
13422.0,64,1,2292.04,18.942479338842976,121,0,United Kingdom,0,3,1,5,315,106.36930705657977
13425.0,108,3,1187.89,16.498472222222222,60,186,United Kingdom,0,2,3,4,234,165.74153287461775
13426.0,1,10,1806.3700000000001,13.480373134328358,89,358,United Kingdom,1,5,5,5,555,24601.680970149253
13427.0,19,3,456.2,16.896296296296295,23,195,United Kingdom,1,4,3,3,433,925.0722222222221
13428.0,10,1,218.47,2.952297297297297,70,0,United Kingdom,0,5,1,2,512,97.96259213759213
13429.0,11,4,955.8,14.48181818181818,55,64,United Kingdom,0,5,4,4,544,1761.9545454545453
13430.0,19,2,628.45,13.092708333333334,47,67,United Kingdom,0,4,2,3,423,477.8838541666667
13431.0,67,2,745.9,18.6475,40,21,United Kingdom,0,3,2,4,324,200.18639705882353
13434.0,74,2,128.64000000000001,18.37714285714286,6,22,United Kingdom,0,2,2,1,221,178.87085714285718
13435.0,5,7,1006.47,14.586521739130434,54,183,United Kingdom,1,5,5,4,554,6211.427173913044
13436.0,2,1,196.89,16.4075,12,0,United Kingdom,0,5,1,2,512,1996.2458333333332
13437.0,14,7,2963.91,18.40937888198758,141,175,United Kingdom,1,5,5,5,555,3135.7308695652173
13439.0,255,1,283.71,5.253888888888889,54,0,United Kingdom,0,1,1,2,112,7.49089626736111
13441.0,92,1,168.32,15.30181818181818,11,0,United Kingdom,0,2,1,1,211,60.055522971652
13447.0,23,3,983.13,17.555892857142858,53,12,United Kingdom,0,4,3,4,434,800.987611607143
13448.0,17,6,2680.27,14.973575418994413,135,357,United Kingdom,1,4,5,5,455,1821.7850093109869
13449.0,24,1,291.88,15.362105263157895,19,0,United Kingdom,0,4,1,2,412,224.28673684210526
13450.0,27,6,1183.08,20.75578947368421,27,191,United Kingdom,1,4,5,4,454,1623.3992481203009
13451.0,26,5,2976.15,6.718171557562077,315,308,United Kingdom,1,4,4,5,445,454.0986330574367
13453.0,166,2,356.97999999999996,20.998823529411762,16,123,United Kingdom,0,2,2,2,222,91.79126452976398
13455.0,25,2,842.84,20.067619047619047,40,341,United Kingdom,1,4,2,4,424,563.4369963369963
13456.0,18,6,1016.82,18.487636363636366,42,189,United Kingdom,1,4,5,4,454,2130.943349282297
13458.0,7,14,6813.53,19.981026392961876,232,352,United Kingdom,1,5,5,5,555,12762.8806085044
13460.0,29,2,183.44,10.790588235294118,16,20,United Kingdom,0,4,2,2,422,262.57098039215686
13461.0,39,3,329.8,32.980000000000004,7,124,United Kingdom,0,3,3,2,332,902.8275000000001
13462.0,253,1,151.5,16.833333333333332,9,0,United Kingdom,0,1,1,1,111,24.189632545931754
13464.0,58,1,674.68,16.45560975609756,41,0,United Kingdom,0,3,1,3,313,101.80165357585778
13466.0,184,1,307.9,18.11176470588235,17,0,United Kingdom,0,1,1,2,112,35.734022257551665
13467.0,11,2,1083.71,10.946565656565657,89,25,United Kingdom,0,5,2,4,524,665.9160774410775
13468.0,2,37,4968.62,17.015821917808218,182,371,United Kingdom,1,5,5,5,555,76599.55833333333
13470.0,99,2,165.0,16.5,7,15,United Kingdom,0,2,2,1,221,120.45
13471.0,1,4,2486.58,9.60069498069498,214,46,United Kingdom,1,5,4,5,545,7008.507335907336
13473.0,61,2,377.64,18.881999999999998,20,272,United Kingdom,1,3,2,3,323,222.32032258064513
13474.0,236,1,229.59,3.58734375,59,0,United Kingdom,0,1,1,2,112,5.52481210443038
13475.0,191,4,1355.46,15.946588235294119,64,107,United Kingdom,0,1,4,4,144,121.26051470588237
13476.0,179,2,988.47,17.65125,54,102,United Kingdom,0,1,2,4,124,71.58562500000001
13477.0,38,6,1292.1599999999999,17.002105263157894,57,253,United Kingdom,1,3,5,4,354,954.7336032388664
13479.0,201,2,300.95,20.063333333333333,14,33,United Kingdom,0,1,2,2,122,72.50610561056105
13481.0,46,5,1804.56,16.55559633027523,98,211,United Kingdom,1,3,4,5,345,642.8502830372828
13482.0,232,1,184.64,16.785454545454545,11,0,United Kingdom,0,1,1,2,112,26.29481076863051
13483.0,66,1,140.34,14.034,10,0,United Kingdom,0,3,1,1,311,76.45388059701493
13484.0,241,1,111.3,22.259999999999998,5,0,United Kingdom,0,1,1,1,111,33.57396694214876
13485.0,233,1,383.44,17.42909090909091,22,0,United Kingdom,0,1,1,3,113,27.18640248640249
13486.0,78,3,1122.41,16.2668115942029,69,76,United Kingdom,0,2,3,4,234,225.47036323610345
13487.0,58,3,575.4,16.923529411764704,26,295,United Kingdom,1,3,3,3,333,314.08923230309074
13488.0,17,13,7249.04,18.213668341708544,258,350,United Kingdom,1,4,5,5,455,4801.325348967059
13489.0,105,3,168.48,15.316363636363635,10,189,United Kingdom,0,2,3,1,231,158.22092624356773
13491.0,52,10,1215.82,14.137441860465115,73,320,United Kingdom,1,3,5,4,354,973.6162790697672
13492.0,136,3,928.14,21.09409090909091,36,78,Switzerland,0,2,3,4,234,168.59875580623756
13493.0,287,1,80.35,26.78333333333333,3,0,Switzerland,0,1,1,1,111,33.94415509259259
13494.0,312,1,316.26000000000005,17.570000000000004,18,0,United Kingdom,0,1,1,2,112,20.48897763578275
13495.0,8,5,811.62,23.871176470588235,25,360,United Kingdom,1,5,4,4,544,4840.5441176470595
13496.0,11,2,531.53,16.106969696969696,26,349,United Kingdom,1,5,2,3,523,979.8406565656566
13497.0,283,2,348.05,18.318421052631578,19,85,United Kingdom,0,1,2,2,122,47.086082283172715
13499.0,18,5,826.5500000000001,22.33918918918919,30,252,United Kingdom,1,4,4,4,444,2145.7379089615933
13500.0,23,3,1166.77,17.950307692307693,60,99,United Kingdom,0,4,3,4,434,818.9827884615386
13501.0,288,1,815.72,17.73304347826087,46,0,Switzerland,0,1,1,4,114,22.396404392959234
13502.0,17,3,232.6,13.68235294117647,16,307,United Kingdom,1,4,3,2,432,832.343137254902
13503.0,71,1,216.85,12.755882352941176,17,0,United Kingdom,0,3,1,2,312,64.66523692810458
13504.0,64,1,295.93,13.451363636363636,22,0,United Kingdom,0,3,1,2,312,75.53458041958041
13505.0,73,4,3446.73,16.57081730769231,181,159,Switzerland,1,2,4,5,245,326.93774688149693
13506.0,316,2,458.52,17.635384615384616,26,53,United Kingdom,0,1,2,3,123,40.61145353069643
13507.0,3,4,2479.16,15.303456790123455,146,142,United Kingdom,1,5,4,5,545,5585.761728395061
13508.0,244,1,110.97,9.2475,12,0,United Kingdom,0,1,1,1,111,13.776887755102042
13509.0,9,6,746.6800000000001,18.211707317073174,26,275,United Kingdom,1,5,5,4,554,3988.363902439025
13510.0,1,4,1791.56,15.578782608695652,86,182,United Kingdom,1,5,4,5,545,11372.511304347827
13512.0,261,1,251.21,16.747333333333334,15,0,United Kingdom,0,1,1,2,112,23.331208651399493
13513.0,127,1,145.1,16.12222222222222,9,0,United Kingdom,0,2,1,1,211,45.97352430555555
13514.0,74,1,152.20000000000002,38.050000000000004,4,0,United Kingdom,0,2,1,1,211,185.17666666666668
13515.0,73,4,891.12,15.103728813559322,50,175,United Kingdom,0,2,4,4,244,297.9924874026569
13516.0,21,3,635.41,16.292564102564103,38,217,United Kingdom,1,4,3,3,433,810.9253496503497
13517.0,60,3,2128.42,15.09517730496454,125,120,United Kingdom,1,3,3,5,335,270.97080572026516
13518.0,86,1,659.4399999999999,17.353684210526314,36,0,United Kingdom,0,2,1,3,213,72.80568663036902
13519.0,78,1,122.75,15.34375,8,0,United Kingdom,0,2,1,1,211,70.89200949367088
13520.0,59,6,1551.35,21.251369863013696,48,312,Switzerland,1,3,5,5,355,775.675
13521.0,1,3,1093.65,2.508371559633028,313,8,United Kingdom,1,5,3,4,534,1373.3334288990827
13522.0,30,1,125.80000000000001,25.160000000000004,5,0,United Kingdom,0,4,1,1,411,296.23870967741937
13523.0,33,5,2725.64,17.36076433121019,142,333,United Kingdom,1,4,4,5,445,931.8645560134881
13524.0,41,5,680.1800000000001,25.191851851851855,17,179,United Kingdom,0,3,4,3,343,1094.6459435626102
13525.0,15,1,23.9,23.9,1,0,United Kingdom,0,4,1,1,411,545.21875
13527.0,34,7,2287.51,10.257892376681616,153,293,United Kingdom,1,3,5,5,355,748.826143497758
13529.0,79,2,206.06,15.850769230769231,13,125,United Kingdom,0,2,2,2,222,144.63826923076923
13531.0,205,2,483.8,21.990909090909092,17,161,United Kingdom,0,1,2,3,123,77.92894969108562
13532.0,34,1,210.31,3.1865151515151515,66,0,United Kingdom,0,3,1,2,312,33.230800865800866
13533.0,183,3,270.79,3.563026315789474,61,84,United Kingdom,0,1,3,2,132,21.20387943363845
13534.0,2,25,5870.08,19.83135135135135,119,355,United Kingdom,1,5,5,5,555,60320.36036036036
13536.0,1,7,2671.42,15.901309523809525,91,74,United Kingdom,1,5,5,5,555,20313.922916666666
13538.0,121,3,208.65,29.807142857142857,5,194,United Kingdom,0,2,3,2,232,267.53132318501173
13539.0,86,3,631.34,17.063243243243242,35,223,United Kingdom,0,2,3,3,233,214.76150978564772
13544.0,40,2,291.41,3.349540229885058,76,200,United Kingdom,1,3,2,2,322,59.638155312587614
13546.0,12,3,626.99,6.397857142857143,72,188,United Kingdom,1,5,3,3,533,538.8964285714286
13548.0,96,2,628.23,5.107560975609756,114,147,United Kingdom,0,2,2,3,223,38.43834548654765
13549.0,26,7,873.2,17.464000000000002,36,216,United Kingdom,1,4,5,4,454,1652.6118518518522
13551.0,319,1,91.80000000000001,22.950000000000003,4,0,United Kingdom,0,1,1,1,111,26.177343750000002
13552.0,66,12,1975.69,24.093780487804878,66,249,United Kingdom,1,3,5,5,355,1575.0859483072443
13555.0,74,4,2346.06,21.523486238532108,103,128,United Kingdom,1,2,4,5,245,418.9905321100917
13557.0,28,2,524.06,15.880606060606059,30,252,United Kingdom,1,4,2,3,423,399.75318704284217
13558.0,6,4,605.06,3.457485714285714,123,62,United Kingdom,1,5,4,3,543,721.1327346938775
13560.0,7,1,174.37,5.283939393939394,32,0,United Kingdom,0,5,1,1,511,241.07973484848486
13561.0,216,1,60.26,4.635384615384615,13,0,United Kingdom,0,1,1,1,111,7.796845090393477
13562.0,82,3,1586.48,20.33948717948718,48,163,United Kingdom,0,2,3,5,235,268.3341983317887
13563.0,84,2,333.13,7.571136363636364,44,55,United Kingdom,0,2,2,2,222,65.02270053475935
13564.0,354,2,1096.98,13.712250000000001,67,13,United Kingdom,0,1,2,4,124,28.197021126760564
13565.0,19,2,240.22,6.321578947368421,35,315,United Kingdom,1,4,2,2,422,230.73763157894734
13566.0,41,2,827.11,4.726342857142857,133,41,United Kingdom,0,3,2,4,324,82.14834013605441
13568.0,173,1,192.85,4.382954545454545,41,0,United Kingdom,0,2,1,2,212,9.194128787878789
13569.0,17,2,373.75,4.397058823529412,73,350,United Kingdom,1,4,2,3,423,178.32516339869284
13570.0,243,1,239.49,8.870000000000001,27,0,United Kingdom,0,1,1,2,112,13.268647540983608
13571.0,13,12,2092.32,6.1358357771261005,157,240,United Kingdom,1,5,5,5,555,1919.6400502723086
13572.0,206,1,539.73,24.53318181818182,22,0,United Kingdom,0,1,1,3,113,43.25899209486167
13573.0,50,2,294.4,11.323076923076922,24,202,United Kingdom,0,3,2,2,322,162.07541478129713
13575.0,23,5,732.0699999999999,15.914565217391303,41,152,United Kingdom,0,4,4,4,444,1210.170063405797
13576.0,10,16,1410.4,15.330434782608696,75,362,United Kingdom,1,5,5,4,554,8139.067193675889
13577.0,25,4,1441.9,18.251898734177217,57,216,United Kingdom,1,4,4,4,444,1024.9143135345669
13579.0,15,2,419.34,19.06090909090909,19,354,United Kingdom,1,4,2,3,423,869.6539772727272
13581.0,309,1,118.0,11.8,10,0,United Kingdom,0,1,1,1,111,13.893548387096775
13583.0,156,1,781.03,14.736415094339621,53,0,United Kingdom,0,2,1,4,214,34.25981853142651
13584.0,307,1,142.4,5.933333333333334,24,0,United Kingdom,0,1,1,1,111,7.031385281385282
13587.0,64,1,134.4,26.880000000000003,5,0,United Kingdom,0,3,1,1,311,150.94153846153847
13588.0,16,9,2478.95,14.246839080459768,131,239,United Kingdom,1,4,5,5,455,2752.992139959432
13589.0,15,2,379.65,18.07857142857143,21,164,United Kingdom,0,4,2,3,423,824.8348214285714
13590.0,11,6,1380.1200000000001,17.46987341772152,65,291,United Kingdom,1,5,5,4,554,3188.2518987341778
13591.0,65,3,1040.63,18.256666666666668,56,202,United Kingdom,1,3,3,4,334,302.894696969697
13592.0,36,4,247.95999999999998,15.497499999999999,15,228,United Kingdom,1,3,4,2,342,611.522972972973
13593.0,108,5,1879.78,15.03824,75,227,United Kingdom,1,2,4,5,245,251.78704587155963
13594.0,53,1,396.97,15.268076923076924,26,0,United Kingdom,0,3,1,3,313,103.20089031339032
13596.0,6,2,697.04,4.199036144578313,133,7,United Kingdom,0,5,2,4,524,437.89948364888124
13598.0,47,1,180.17000000000002,4.504250000000001,33,0,United Kingdom,0,3,1,2,312,34.25106770833334
13599.0,1,21,3573.51,15.811991150442479,163,365,United Kingdom,1,5,5,5,555,60599.4560840708
13600.0,312,1,174.67000000000002,9.70388888888889,18,0,United Kingdom,0,1,1,1,111,11.316036563720271
13601.0,45,2,693.32,7.003232323232324,90,166,United Kingdom,1,3,2,4,324,111.1382520860782
13602.0,65,1,428.89,18.647391304347824,23,0,United Kingdom,0,3,1,3,313,103.12572463768115
13603.0,26,1,164.34,6.086666666666667,27,0,United Kingdom,0,4,1,1,411,82.28271604938273
13606.0,29,3,280.53999999999996,6.524186046511627,40,282,United Kingdom,1,4,3,2,432,238.13279069767438
13607.0,40,1,678.01,6.918469387755102,93,0,United Kingdom,0,3,1,3,313,61.591251866600295
13610.0,12,7,1131.88,5.008318584070797,165,273,United Kingdom,1,5,5,4,554,984.3272294077605
13611.0,89,3,1110.96,15.218630136986302,66,270,United Kingdom,1,2,3,4,234,185.16
13614.0,24,4,1559.6100000000001,7.798050000000001,171,306,United Kingdom,1,4,4,5,445,455.40612000000004
13615.0,319,1,417.69,18.160434782608696,23,0,United Kingdom,0,1,1,3,113,20.714245923913044
13617.0,40,3,486.43,11.31232558139535,30,140,United Kingdom,0,3,3,3,333,302.121866137266
13618.0,174,1,177.34,13.641538461538461,13,0,United Kingdom,0,2,1,1,211,28.45235164835165
13621.0,117,1,213.85,11.255263157894737,19,0,United Kingdom,0,2,1,2,212,34.8150089206066
13623.0,31,5,518.5,6.647435897435898,73,266,United Kingdom,1,4,4,3,443,379.11157852564105
13626.0,253,1,257.23,13.53842105263158,19,0,United Kingdom,0,1,1,2,112,19.454817654372153
13627.0,59,5,1434.95,15.768681318681319,84,298,United Kingdom,1,3,4,4,344,479.6307234432235
13629.0,143,1,336.36,16.818,20,0,United Kingdom,0,2,1,2,212,42.62895833333334
13630.0,5,7,932.94,15.549000000000001,47,280,United Kingdom,1,5,5,4,554,6621.2825
13631.0,178,1,40.0,40.0,1,0,United Kingdom,0,2,1,1,211,81.56424581005587
13632.0,25,5,1959.99,13.706223776223776,119,218,United Kingdom,1,4,4,5,445,962.0714766003229
13634.0,33,5,1524.16,8.150588235294117,156,293,United Kingdom,1,4,4,5,445,437.49480968858126
13635.0,68,1,1026.03,16.82016393442623,61,0,United Kingdom,0,3,1,4,314,88.97622950819672
13636.0,37,5,949.12,15.065396825396826,57,248,United Kingdom,1,3,4,4,344,723.5355054302422
13637.0,52,3,810.5,8.024752475247524,79,174,United Kingdom,1,3,3,4,334,165.79441434709506
13638.0,16,1,122.64,15.33,8,0,United Kingdom,0,4,1,1,411,329.1441176470588
13639.0,74,1,623.12,16.841081081081082,36,0,United Kingdom,0,2,1,3,213,81.95992792792792
13642.0,216,1,354.8,5.375757575757576,57,0,United Kingdom,0,1,1,2,112,9.042172880882559
13643.0,31,3,519.44,18.551428571428573,24,154,United Kingdom,0,4,3,3,433,634.8066964285715
13644.0,16,4,2624.26,17.974383561643837,144,89,United Kingdom,1,4,4,5,445,1543.6823529411765
13645.0,120,1,50.5,25.25,2,0,United Kingdom,0,2,1,1,211,76.16735537190083
13647.0,10,4,1470.6200000000001,18.854102564102565,64,225,United Kingdom,1,5,4,5,545,2502.453613053613
13649.0,257,2,263.2,11.963636363636363,22,109,United Kingdom,0,1,2,2,122,33.85059901338971
13650.0,17,6,1656.14,17.807956989247312,76,250,United Kingdom,1,4,5,5,455,2166.63476702509
13651.0,35,2,94.2,15.700000000000001,6,4,United Kingdom,0,3,2,1,321,318.36111111111114
13652.0,46,3,1095.08,17.38222222222222,48,322,United Kingdom,1,3,3,4,334,404.9687943262411
13654.0,43,6,2603.23,15.873353658536585,155,230,United Kingdom,1,3,5,5,355,790.060102549889
13655.0,114,2,932.97,16.66017857142857,52,127,United Kingdom,0,2,2,4,224,105.75591614906831
13656.0,165,2,379.65,7.747959183673469,49,172,United Kingdom,0,2,2,3,223,34.07235062699778
13657.0,11,2,217.74,16.74923076923077,13,190,United Kingdom,0,5,2,2,522,1018.9115384615386
13658.0,10,5,2090.27,20.4928431372549,87,194,United Kingdom,1,5,4,5,545,3399.948975044563
13659.0,206,2,1441.0,14.127450980392156,90,115,United Kingdom,0,1,2,4,124,49.82144548640712
13662.0,86,3,897.76,16.938867924528303,50,173,United Kingdom,0,2,3,4,234,213.19609629147692
13663.0,179,1,189.47,14.574615384615385,13,0,United Kingdom,0,1,1,2,112,29.554081196581194
13666.0,60,3,84.65,7.054166666666667,12,227,United Kingdom,1,3,3,1,331,126.62807377049181
13667.0,149,1,305.02,3.505977011494253,82,0,United Kingdom,0,2,1,2,212,8.531210727969349
13668.0,3,21,4742.13,10.468278145695365,275,359,United Kingdom,1,5,5,5,555,20059.837996688744
13669.0,51,2,218.55,24.283333333333335,9,98,United Kingdom,0,3,2,2,322,340.90064102564105
13670.0,75,1,349.7,13.988,25,0,United Kingdom,0,2,1,2,212,67.17921052631579
13672.0,301,2,132.39000000000001,26.478,3,30,United Kingdom,0,1,2,1,121,64.00311258278147
13673.0,19,2,347.42,5.4284375,47,13,United Kingdom,0,4,2,2,422,198.13796875
13675.0,151,2,486.82000000000005,19.472800000000003,25,133,United Kingdom,0,2,2,3,223,93.52068421052633
13678.0,152,1,232.6,14.5375,16,0,United Kingdom,0,2,1,2,212,34.68096405228758
13680.0,1,4,1759.48,9.884719101123595,150,337,United Kingdom,1,5,4,5,545,7215.844943820224
13681.0,18,4,827.83,14.523333333333333,37,137,United Kingdom,0,4,4,4,444,1116.0035087719298
13682.0,187,1,59.5,19.833333333333332,3,0,United Kingdom,0,1,1,1,111,38.50620567375886
13684.0,286,1,67.23,2.241,29,0,United Kingdom,0,1,1,1,111,2.8500522648083626
13685.0,3,4,20.92,0.7471428571428572,26,50,United Kingdom,0,5,4,1,541,272.7071428571429
13686.0,183,1,72.0,9.0,8,0,United Kingdom,0,1,1,1,111,17.85326086956522
13689.0,63,1,15.0,15.0,1,0,United Kingdom,0,3,1,1,311,85.546875
13690.0,59,1,127.4,15.925,8,0,United Kingdom,0,3,1,1,311,96.87708333333333
13692.0,25,3,612.2,14.237209302325583,38,211,United Kingdom,1,4,3,3,433,599.6055456171737
13694.0,4,19,3334.95,26.259448818897635,113,354,United Kingdom,1,5,5,5,555,36421.85551181102
13695.0,31,13,1675.81,21.212784810126582,45,228,United Kingdom,1,4,5,5,455,3145.458247626582
13697.0,39,1,151.29999999999998,12.608333333333333,12,0,United Kingdom,0,3,1,1,311,115.05104166666666
13699.0,155,1,308.58000000000004,22.041428571428575,14,0,United Kingdom,0,2,1,2,212,51.57129120879122
13700.0,26,10,1715.1200000000001,9.122978723404255,139,300,United Kingdom,1,4,5,5,455,1233.2915681639088
13704.0,5,9,2206.06,16.712575757575756,110,83,United Kingdom,1,5,5,5,555,9150.135227272727
13705.0,8,3,433.38,17.3352,23,366,United Kingdom,1,5,3,3,533,2109.116
13706.0,303,1,330.79,16.5395,20,0,United Kingdom,0,1,1,2,112,19.858281249999997
13707.0,267,2,701.5600000000001,15.251304347826089,46,48,United Kingdom,0,1,2,4,124,41.54273199221286
13708.0,271,1,296.88,5.821176470588235,49,0,United Kingdom,0,1,1,2,112,7.8115051903114185
13709.0,4,12,5353.18,16.42079754601227,242,311,United Kingdom,1,5,5,5,555,14384.61865030675
13710.0,32,1,113.28,16.18285714285714,7,0,United Kingdom,0,4,1,1,411,178.99220779220778
13711.0,219,2,252.06,19.38923076923077,11,0,United Kingdom,0,1,2,2,122,64.33699300699301
13712.0,247,1,228.84,22.884,10,0,United Kingdom,0,1,1,2,112,33.68008064516129
13715.0,281,5,1079.34,10.279428571428571,89,91,United Kingdom,0,1,4,4,144,66.52467071935156
13716.0,269,1,138.28,6.584761904761905,21,0,United Kingdom,0,1,1,1,111,8.901622574955908
13717.0,32,6,1445.01,14.166764705882352,92,266,United Kingdom,1,4,5,4,454,940.1580213903743
13718.0,246,2,194.95,17.722727272727273,9,49,United Kingdom,0,1,2,2,122,52.37891056312109
13719.0,15,5,989.48,16.77084745762712,56,219,United Kingdom,1,4,4,4,444,1912.9247881355936
13720.0,117,4,720.7,17.15952380952381,42,138,United Kingdom,0,2,4,4,244,212.31275221953192
13721.0,36,1,524.14,18.719285714285714,28,0,United Kingdom,0,3,1,3,313,184.66322393822395
13722.0,132,3,1393.13,20.190289855072464,61,151,United Kingdom,0,2,3,4,234,166.22832625040863
13723.0,217,1,102.9,25.725,4,0,United Kingdom,0,1,1,1,111,43.07167431192661
13725.0,50,7,1545.56,15.771020408163265,90,258,United Kingdom,1,3,5,5,355,790.0971988795518
13726.0,39,2,473.15999999999997,12.788108108108107,37,61,United Kingdom,0,3,2,3,323,233.38297297297294
13727.0,29,2,285.78000000000003,15.04105263157895,18,4,United Kingdom,0,4,2,2,422,365.9989473684211
13728.0,37,6,1016.14,16.12920634920635,38,273,United Kingdom,1,3,5,4,354,929.5516290726816
13730.0,136,2,752.6,17.50232558139535,38,25,United Kingdom,0,2,3,4,234,93.26056696655917
13731.0,219,2,610.59,16.068157894736842,36,27,United Kingdom,0,1,3,3,133,53.317069377990435
13732.0,28,1,491.86,14.904848484848486,33,0,United Kingdom,0,4,1,3,413,187.59550679205853
13735.0,25,4,2478.59,13.114232804232804,154,209,United Kingdom,1,4,4,5,445,736.4146113146113
13736.0,5,2,731.9,3.831937172774869,166,255,United Kingdom,1,5,3,4,534,466.2190226876091
13737.0,200,1,265.65,9.160344827586206,28,0,United Kingdom,0,1,1,2,112,16.634457025218733
13739.0,18,1,41.7,41.7,1,0,United Kingdom,0,4,1,1,411,801.078947368421
13740.0,241,1,350.75,15.25,23,0,United Kingdom,0,1,1,2,112,23.001033057851238
13741.0,72,3,620.73,18.810000000000002,33,145,United Kingdom,0,2,3,3,233,282.15000000000003
13742.0,17,12,2939.87,9.27403785488959,199,303,United Kingdom,1,4,5,5,455,2256.6825446898
13743.0,3,7,1028.52,28.57,8,256,United Kingdom,1,5,5,4,554,18249.0875
13744.0,95,2,1156.36,16.060555555555553,54,197,United Kingdom,0,2,3,4,234,122.12714120370369
13745.0,162,1,300.04,12.001600000000002,25,0,United Kingdom,0,2,1,2,212,26.87474846625767
13748.0,96,4,438.25,18.260416666666668,22,150,United Kingdom,0,2,4,3,243,274.8475085910653
13750.0,54,3,306.62,17.034444444444446,18,243,United Kingdom,1,3,3,2,332,339.1403030303031
13751.0,288,1,83.55000000000001,11.935714285714287,7,0,United Kingdom,0,1,1,1,111,15.074518042511125
13752.0,124,6,921.28,12.975774647887324,62,122,United Kingdom,0,2,5,4,254,227.3355718309859
13753.0,288,1,606.26,18.37151515151515,33,0,United Kingdom,0,1,1,3,113,23.20277865156758
13754.0,152,2,186.6,18.66,9,165,United Kingdom,0,2,3,2,232,89.03137254901961
13755.0,4,8,2054.25,6.041911764705882,231,59,United Kingdom,1,5,5,5,555,3528.4764705882353
