StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Unique_Customers,Avg_Price
23497,CLASSIC CHROME BICYCLE BELL ,1414,2047.8999999999999,160,140,1.4488023952095808
21922,UNION STRIPE WITH FRINGE  HAMMOCK,255,2047.29,124,97,8.148730158730158
23255,CHILDRENS CUTLERY CIRCUS PARADE,491,2041.7900000000002,135,113,4.180441176470588
82551,LAUNDRY 15C METAL SIGN,1399,2036.12,242,154,1.4889344262295083
22738,RIBBON REEL SNOWY VILLAGE,1217,2035.93,165,136,1.7078823529411764
21935,SUKI  SHOULDER BAG,1233,2029.87,196,119,1.6478680203045686
23427,STOOL HOME SWEET HOME ,168,2024.4,105,87,12.323364485981308
23053,RECYCLED ACAPULCO MAT PINK,245,2019.65,122,101,8.24349593495935
21527,RED RETROSPOT TRADITIONAL TEAPOT ,252,2003.4,115,82,7.95
22064,PINK DOUGHNUT TRINKET POT ,1512,2003.3999999999999,162,85,1.6388888888888888
22963,JAM JAR WITH GREEN LID,2447,2002.73,204,162,0.8487317073170733
22148,EASTER CRAFT 4 CHICKS ,1027,2002.6499999999999,144,135,1.95
21787,RAIN PONCHO RETROSPOT,2359,1998.4299999999998,162,110,0.8742857142857142
23340,VINTAGE CHRISTMAS CAKE FRILL,1211,1998.1499999999996,114,104,1.65
21154,RED RETROSPOT OVEN GLOVE ,1571,1997.63,250,168,1.3019921875
22380,TOY TIDY SPACEBOY  ,1006,1997.25,192,112,2.132233502538071
22460,EMBOSSED GLASS TEALIGHT HOLDER,1577,1994.52,153,112,1.2956129032258064
21238,RED RETROSPOT CUP,2367,1992.97,265,157,0.8533955223880597
22072,RED RETROSPOT TEA CUP AND SAUCER ,633,1988.75,131,83,3.462230215827338
20973,12 PENCIL SMALL TUBE WOODLAND,3023,1988.3500000000001,273,189,0.6663763066202091
22974,CHILDRENS DOLLY GIRL MUG,1199,1988.1899999999998,153,124,1.6915189873417722
23007, SPACEBOY BABY GIFT SET,117,1983.1499999999999,95,75,16.95
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1577,1983.06,132,79,1.2614189189189189
20983,12 PENCILS TALL TUBE RED RETROSPOT,2340,1982.7599999999998,231,183,0.8494736842105263
22606,WOODEN SKITTLES GARDEN SET,124,1977.8,96,87,15.95
22737,RIBBON REEL CHRISTMAS PRESENT ,1167,1976.39,185,146,1.7372340425531914
22550,HOLIDAY FUN LUDO,520,1975.97,165,130,3.8624242424242423
22437,SET OF 9 BLACK SKULL BALLOONS,2327,1975.35,171,139,0.8492528735632184
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1576,1974.32,142,81,1.2516326530612245
23535,WALL ART BICYCLE SAFETY,331,1969.45,109,96,5.95
21833,CAMOUFLAGE LED TORCH,1164,1967.16,101,74,1.69
23092,LARGE ANTIQUE WHITE PHOTO FRAME,249,1967.1000000000001,110,89,7.900000000000001
21985,PACK OF 12 HEARTS DESIGN TISSUES ,6195,1965.4299999999998,351,261,0.3346498599439776
23309,SET OF 60 I LOVE LONDON CAKE CASES ,3527,1965.0500000000002,274,172,0.5784745762711865
48173C,DOORMAT BLACK FLOCK ,244,1965.0,138,91,8.043617021276596
22704,WRAP RED APPLES ,4675,1963.5,171,128,0.42
22801,ANTIQUE GLASS PEDESTAL BOWL,522,1962.87,145,119,3.794666666666667
21874,GIN AND TONIC MUG,1460,1955.8,188,107,1.3510526315789473
23395,BELLE JARDINIERE CUSHION COVER,522,1951.98,167,136,3.7473863636363633
23157,SET OF 6 NATIVITY MAGNETS ,928,1946.64,121,94,2.1753488372093024
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,466,1946.3200000000002,142,103,4.237464788732394
22468,BABUSHKA LIGHTS STRING OF 10,287,1943.79,107,76,6.811121495327103
20754,RETROSPOT RED WASHING UP GLOVES,924,1940.4,233,150,2.1
21810,CHRISTMAS HANGING STAR WITH BELL,4537,1937.1499999999999,167,125,0.5537704918032788
22925,BLUE GIANT GARDEN THERMOMETER,322,1928.92,154,120,5.991730769230769
22983,CARD BILLBOARD FONT,4617,1921.23,330,222,0.42776435045317224
84832,ZINC WILLIE WINKIE  CANDLE STICK,2223,1900.4699999999998,185,136,0.8747619047619046
23089,GLASS BON BON JAR,1080,1898.8199999999997,123,98,1.7896850393700787
23294,SET OF 6 SNACK LOAF BAKING CASES,2292,1897.3,277,208,0.8288541666666666
21716,BOYS VINTAGE TIN SEASIDE BUCKET,742,1896.9199999999998,124,103,2.5882539682539685
21411,GINGHAM HEART  DOORSTOP RED,549,1892.51,178,141,3.8831147540983606
21955,DOORMAT UNION JACK GUNS AND ROSES,237,1892.25,130,95,7.995112781954886
21625,VINTAGE UNION JACK APRON,270,1892.04,109,96,7.00421052631579
22822,CREAM WALL PLANTER HEART SHAPED,317,1887.66,137,116,5.98268115942029
47567B,TEA TIME KITCHEN APRON,315,1887.2700000000002,108,75,6.006120689655173
20677,PINK POLKADOT BOWL,1503,1887.22,198,127,1.279950495049505
22383,LUNCH BAG SUKI  DESIGN ,1141,1882.65,132,115,1.65
20978,36 PENCILS TUBE SKULLS,1503,1878.75,178,132,1.25
22644,CERAMIC CHERRY CAKE MONEY BANK,1608,1878.4199999999998,182,141,1.3432608695652173
22813,PACK 3 BOXES BIRD PANNETONE ,948,1870.3999999999999,120,98,2.0408333333333335
22837,HOT WATER BOTTLE BABUSHKA ,402,1869.3000000000002,107,89,4.65
23504,PLAYING CARDS JUBILEE UNION JACK,1493,1863.73,186,161,1.2489447236180904
21495,SKULLS AND CROSSBONES WRAP,4425,1858.5,158,98,0.42
23489,VINTAGE BELLS GARLAND,643,1858.27,122,113,2.89
20717,STRAWBERRY SHOPPER BAG,1476,1850.88,225,146,1.2807391304347826
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,435,1848.75,157,109,4.25
16156S,WRAP PINK FAIRY CAKES ,4450,1848.0,163,134,0.418159509202454
20828,GLITTER BUTTERFLY CLIPS,724,1846.1999999999998,168,109,2.55
22906,12 MESSAGE CARDS WITH ENVELOPES,1118,1844.6999999999998,178,144,1.65
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1433,1843.73,228,158,1.4083620689655172
21260,FIRST AID TIN,567,1842.75,140,99,3.25
20675,BLUE POLKADOT BOWL,1469,1837.46,206,144,1.2557894736842103
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1110,1837.1699999999998,126,93,1.6751162790697673
20977,36 PENCILS TUBE WOODLAND,1469,1836.25,141,110,1.25
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,874,1833.4,164,129,2.098529411764706
22842,BISCUIT TIN VINTAGE RED,272,1824.8,130,110,6.725384615384615
23133,LARGE IVORY HEART WALL ORGANISER,221,1823.25,108,79,8.25
22780,LIGHT GARLAND BUTTERFILES PINK,428,1819.0,115,76,4.25
20829,GLITTER HANGING BUTTERFLY STRING,862,1817.8500000000001,158,86,2.1593902439024393
22942,CHRISTMAS LIGHTS 10 SANTAS ,280,1816.05,109,93,7.331818181818182
23132,SMALL IVORY HEART WALL ORGANISER,313,1813.17,124,105,5.855669291338582
23111,PARISIENNE SEWING BOX,145,1812.5,102,69,12.5
22946,WOODEN ADVENT CALENDAR CREAM,108,1811.4199999999998,68,52,16.813
23330,DECORATIVE WICKER HEART MEDIUM,1455,1811.19,189,154,1.2489705882352942
22672,FRENCH BATHROOM SIGN BLUE METAL,1094,1810.0199999999998,156,123,1.6603797468354429
22366,DOORMAT AIRMAIL ,226,1808.1000000000001,123,87,8.02560975609756
21976,PACK OF 60 MUSHROOM CAKE CASES,3287,1807.5300000000002,266,178,0.5570609318996417
15056P,EDWARDIAN PARASOL PINK,304,1807.21,118,81,5.992999999999999
23166,MEDIUM CERAMIC TOP STORAGE JAR,1445,1806.25,164,126,1.25
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1212,1803.0,150,76,1.488471337579618
22927,GREEN GIANT GARDEN THERMOMETER,303,1802.8500000000001,125,91,5.95
22174,PHOTO CUBE,1038,1800.86,150,97,1.752075471698113
21993,FLORAL FOLK STATIONERY SET,1258,1799.85,203,149,1.5215238095238095
21034,REX CASH+CARRY JUMBO SHOPPER,1893,1798.35,859,480,0.95
84946,ANTIQUE SILVER TEA GLASS ETCHED,1436,1795.0,116,101,1.25
22188,BLACK HEART CARD HOLDER,460,1794.94,144,116,3.953448275862069
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,477,1794.73,128,104,3.8047286821705426
22776,SWEETHEART 3 TIER CAKE STAND ,180,1790.9999999999998,117,96,9.95
22283,6 EGG HOUSE PAINTED WOOD,224,1788.64,112,81,8.019380530973452
47559B,TEA TIME OVEN GLOVE,1409,1785.97,231,148,1.2902118644067797
22990,COTTON APRON PANTRY DESIGN,395,1785.89,136,113,4.772428571428572
22196,SMALL HEART MEASURING SPOONS,2065,1783.33,245,144,0.8712451361867705
22187,GREEN CHRISTMAS TREE CARD HOLDER,781,1778.37,133,114,2.614888888888889
22567,20 DOLLY PEGS RETROSPOT,1314,1776.3,173,130,1.3636612021857923
23054,RECYCLED ACAPULCO MAT LAVENDER,214,1765.5,101,77,8.25
22849,BREAD BIN DINER STYLE MINT,104,1762.8,79,58,16.95
23388,WOODLAND MINI BACKPACK,424,1759.6000000000001,125,110,4.15
23008,DOLLY GIRL BABY GIFT SET,104,1758.8,78,69,16.925
22937,BAKING MOULD CHOCOLATE CUPCAKES,689,1758.4899999999998,124,112,2.5990697674418604
23233,WRAP POPPIES  DESIGN,4175,1753.5,155,129,0.42
82580,BATHROOM METAL SIGN,3129,1750.8700000000001,370,206,0.5639466666666667
22733,3D TRADITIONAL CHRISTMAS STICKERS,1363,1747.31,138,116,1.3358156028368795
22327,ROUND SNACK BOXES SET OF 4 SKULLS,592,1746.4000000000003,158,103,2.95
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3843,1745.05,356,187,0.48085561497326207
21703,BAG 125g SWIRLY MARBLES,4224,1743.19,231,174,0.4304255319148936
22810,SET OF 6 T-LIGHTS SNOWMEN,566,1740.7000000000003,124,100,3.1053125
22241,GARLAND WOODEN HAPPY EASTER,1392,1740.0,160,125,1.25
23299,FOOD COVER WITH BEADS SET 2 ,462,1739.92,103,94,3.820666666666667
21903,MAN FLU METAL SIGN,793,1738.9800000000002,148,110,2.2492
84050,PINK HEART SHAPE EGG FRYING PAN,1065,1733.7299999999998,172,130,1.69561797752809
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2033,1733.51,280,194,0.8660824742268042
23093,SMALL PARISIENNE HEART PHOTO FRAME ,700,1729.4,120,103,2.4829752066115702
23352,ROLL WRAP 50'S RED CHRISTMAS ,1380,1725.0,158,147,1.25
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1188,1722.6,203,153,1.45
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1044,1722.5999999999997,133,94,1.65
22078,RIBBON REEL LACE DESIGN ,820,1722.0,139,103,2.1
22175,PINK OWL SOFT TOY,583,1719.8500000000001,135,82,2.95
22491,PACK OF 12 COLOURED PENCILS,2026,1716.6399999999999,190,157,0.8607772020725388
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2070,1715.6999999999998,230,142,0.829625
85132C,CHARLIE AND LOLA FIGURES TINS,838,1714.1,111,90,2.3785714285714286
23231,WRAP DOILEY DESIGN,4075,1711.5,159,122,0.42
22065,CHRISTMAS PUDDING TRINKET POT ,3608,1704.98,156,128,0.6131578947368421
23211,RED ROCKING HORSE HAND PAINTED,1368,1704.96,107,77,1.248108108108108
16169E,WRAP 50'S  CHRISTMAS,4038,1695.96,146,140,0.42
23424,GINGHAM RECIPE BOOK BOX,341,1687.95,100,85,4.95
23065,LARGE DECO JEWELLERY STAND,135,1687.5,79,71,12.5
21244,BLUE POLKADOT PLATE ,995,1681.55,132,100,1.69
22588,CARD HOLDER GINGHAM HEART,587,1680.3899999999999,134,110,2.946764705882353
22563,HAPPY STENCIL CRAFT,1345,1678.04,238,166,1.2631048387096775
23227,FILIGREE HEART BUTTERFLY WHITE ,1352,1677.3,85,60,1.2710588235294118
22222,CAKE PLATE LOVEBIRD WHITE,506,1676.7,135,95,4.438888888888889
23162,REGENCY TEA STRAINER,446,1672.56,113,82,3.8075221238938055
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,627,1672.0500000000002,145,112,2.8278523489932885
22628,PICNIC BOXES SET OF 3 RETROSPOT ,337,1668.15,106,80,4.95
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4808,1665.1599999999999,276,226,0.40499999999999997
23390,DOLLY GIRL MINI BACKPACK,401,1664.15,139,115,4.15
22291,HANGING CHICK CREAM DECORATION,1147,1663.1499999999999,88,70,1.45
21452,TOADSTOOL MONEY BOX,563,1660.8500000000001,129,105,2.95
23031,DRAWER KNOB CRACKLE GLAZE PINK,1006,1659.8999999999999,133,91,1.65
21561,DINOSAUR LUNCH BOX WITH CUTLERY,651,1659.1799999999998,157,116,2.592911392405063
22433,WATERING CAN GREEN DINOSAUR,849,1657.73,180,119,1.9619780219780218
22945,CHRISTMAS METAL TAGS ASSORTED ,1855,1656.55,128,113,0.9003787878787879
21730,GLASS STAR FROSTED T-LIGHT HOLDER,343,1649.2900000000002,109,73,4.978454545454546
21980,PACK OF 12 RED RETROSPOT TISSUES ,5227,1649.07,247,191,0.3287951807228916
23396,LE JARDIN BOTANIQUE CUSHION COVER,441,1648.23,136,111,3.7468493150684927
23079,TOADSTOOL BEDSIDE LIGHT ,184,1646.8,96,77,8.95
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,645,1644.7499999999998,125,107,2.55
22782,SET 3 WICKER STORAGE BASKETS ,111,1644.4499999999998,55,51,19.76818181818182
23242,TREASURE TIN BUFFALO BILL ,790,1643.2,177,131,2.08
21592,RETROSPOT CIGAR BOX MATCHES ,1503,1643.11,206,154,1.1332579185520362
23145,ZINC T-LIGHT HOLDER STAR LARGE,1730,1642.2599999999998,144,123,0.9633793103448276
21042,RED RETROSPOT APRON ,276,1642.2,102,71,5.95
46000S,POLYESTER FILLER PAD 40x40cm,1128,1635.6,173,121,1.45
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,555,1634.8500000000001,120,115,2.9466942148760333
23152,IVORY SWEETHEART WIRE LETTER RACK ,437,1634.43,144,104,3.7475510204081632
21588,RETROSPOT GIANT TUBE MATCHES,645,1633.9499999999998,125,96,2.5431297709923664
22224,WHITE LOVEBIRD LANTERN,566,1633.7,109,85,2.9103603603603605
22610,PENS ASSORTED FUNNY FACE,7454,1630.82,166,121,0.22392857142857142
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1310,1630.66,119,77,1.2468852459016393
23316,RED REFECTORY CLOCK ,164,1624.6,88,70,9.929775280898875
22584,PACK OF 6 PANNETONE GIFT BOXES,635,1621.6599999999999,119,105,2.5697540983606557
47504K,ENGLISH ROSE GARDEN SECATEURS,1694,1618.22,172,139,1.0965536723163842
21811,HANGING HEART WITH BELL,3685,1617.07,133,103,0.5497183098591549
22763,KEY CABINET MA CAMPAGNE,163,1616.05,90,75,9.934065934065933
23445,ICE CREAM BUBBLES,1947,1616.0099999999998,89,77,0.83
22115,METAL SIGN EMPIRE TEA,1375,1612.0100000000002,182,152,1.5076086956521741
22996,TRAVEL CARD WALLET VINTAGE TICKET,3832,1606.56,290,155,0.41959866220735786
23437, 50'S CHRISTMAS GIFT BAG LARGE,1281,1601.25,103,100,1.25
23531,WALL ART BIG LOVE ,231,1601.25,82,70,6.941666666666667
23236,DOILEY STORAGE TIN,554,1601.06,104,88,2.8899999999999997
21992,VINTAGE PAISLEY STATIONERY SET,1115,1598.69,198,160,1.529953488372093
22374,AIRLINE BAG VINTAGE JET SET RED,376,1598.44,151,107,4.272337662337662
23167,SMALL CERAMIC TOP STORAGE JAR ,1916,1596.6799999999998,156,117,0.8447239263803681
22973,CHILDREN'S CIRCUS PARADE MUG,964,1593.8799999999999,106,79,1.6803703703703703
22831,WHITE BROCANTE SOAP DISH,540,1593.0000000000002,103,91,2.95
22829,SWEETHEART WIRE WALL TIDY,160,1592.0,90,77,9.95
23085,ANTIQUE SILVER BAUBLE LAMP  ,153,1591.2,54,48,10.4
22732,3D VINTAGE CHRISTMAS STICKERS ,1234,1590.9,120,96,1.3499999999999999
21584,RETROSPOT SMALL TUBE MATCHES,966,1589.8999999999999,145,118,1.6487341772151898
23232,WRAP VINTAGE LEAF DESIGN,3776,1585.92,128,115,0.42
21115,ROSE CARAVAN DOORSTOP,345,1585.11,124,100,5.8153125
21918,SET 12 KIDS COLOUR  CHALK STICKS,3749,1582.06,272,188,0.42869565217391303
23237,SET OF 4 KNICK KNACK TINS LEAF,380,1577.0000000000002,103,84,4.15
23081,GREEN METAL BOX ARMY SUPPLIES,188,1576.14,97,73,8.421020408163265
22425,ENAMEL COLANDER CREAM,317,1574.16,134,109,4.987388059701493
21622,VINTAGE UNION JACK CUSHION COVER,318,1574.1000000000001,89,74,4.95
20981,12 PENCILS TALL TUBE WOODLAND,1851,1573.35,208,157,0.85
23128,FELTCRAFT BOY JEAN-PAUL KIT,318,1567.38,114,100,4.986495726495727
20982,12 PENCILS TALL TUBE SKULLS,1851,1567.11,213,156,0.8494090909090909
21900,"KEY FOB , SHED",2367,1564.15,263,165,0.6861194029850746
21114,LAVENDER SCENTED FABRIC HEART,1237,1561.53,125,104,1.321923076923077
85049G,CHOCOLATE BOX RIBBONS ,1244,1561.05,224,159,1.2751037344398342
23367,SET 12 COLOUR PENCILS SPACEBOY ,2401,1558.25,230,183,0.64957805907173
22109,FULL ENGLISH BREAKFAST PLATE,403,1555.77,118,89,3.902049180327869
22059,CERAMIC STRAWBERRY DESIGN MUG,1413,1553.1699999999998,136,82,1.3029251700680273
22848,BREAD BIN DINER STYLE PINK,92,1552.4499999999998,74,49,16.857333333333333
22349,DOG BOWL CHASING BALL DESIGN,411,1548.67,106,80,3.7843518518518517
23212,HEART WREATH DECORATION WITH BELL,1255,1548.59,132,96,1.2440425531914894
23399,HOME SWEET HOME HANGING HEART,1823,1546.4299999999998,176,146,0.8493193717277487
21563,RED HEART SHAPE LOVE BUCKET ,662,1541.0200000000002,127,92,2.768267716535433
23541,WALL ART CLASSIC PUDDINGS ,187,1539.55,97,86,8.241752577319588
20751,FUNKY WASHING UP GLOVES ASSORTED,733,1539.3000000000002,165,125,2.1
22744,MAKE YOUR OWN MONSOON CARD KIT,599,1538.7700000000002,142,120,2.6883561643835616
23314,VINTAGE CHRISTMAS TABLECLOTH,123,1537.5,72,61,12.5
37446,MINI CAKE STAND WITH HANGING CAKES,1105,1535.05,145,93,1.435897435897436
23189,SET OF 12 FORK CANDLES,531,1534.59,96,80,2.8899999999999997
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,928,1533.84,97,88,1.6793877551020406
22959,WRAP CHRISTMAS VILLAGE,3651,1533.42,134,128,0.42
23164,REGENCY CAKE SLICE,312,1533.41,74,66,4.985270270270271
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,907,1532.8300000000002,132,85,1.69
22593,CHRISTMAS GINGHAM STAR,1761,1529.61,136,104,0.9112857142857143
23290,SPACEBOY CHILDRENS BOWL,1223,1528.75,164,121,1.25
22156,HEART DECORATION WITH PEARLS ,1803,1526.9599999999998,151,105,0.8664556962025317
21243,PINK  POLKADOT PLATE ,903,1526.07,117,87,1.69
22179,SET 10 NIGHT OWL LIGHTS,225,1525.29,92,54,6.818842105263157
21658,GLASS  BEURRE DISH,387,1524.0900000000001,111,78,3.943391304347826
22037,ROBOT BIRTHDAY CARD,3651,1521.28,256,173,0.4208812260536398
21116,OWL DOORSTOP,305,1513.0900000000001,106,76,4.981214953271028
48116,DOORMAT MULTICOLOUR STRIPE,188,1512.34,107,76,8.069814814814814
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,720,1512.0000000000002,139,80,2.1
85034C,3 ROSE MORRIS BOXED CANDLES,1060,1509.64,130,108,1.7657446808510637
22030,SWALLOWS GREETING CARD,3633,1508.55,238,178,0.42020746887966803
22365,DOORMAT RESPECTABLE HOUSE,188,1507.54,101,72,8.09156862745098
21990,MODERN FLORAL STATIONERY SET,1045,1505.77,173,124,1.5006043956043957
22930,BAKING MOULD HEART MILK CHOCOLATE,591,1503.77,136,114,2.5784057971014493
22736,RIBBON REEL MAKING SNOWMEN ,892,1502.96,148,126,1.7260264900662252
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,396,1499.84,129,100,3.836279069767442
21506,"FANCY FONT BIRTHDAY CARD, ",3588,1496.16,246,170,0.4195180722891566
23341,PINK DINER WALL CLOCK,176,1496.0,90,70,8.5
22027,TEA PARTY BIRTHDAY CARD,3589,1495.43,258,178,0.4253639846743295
23283,DOORMAT VINTAGE LEAF,179,1494.27,97,82,8.377628865979382
21934,SKULL SHOULDER BAG,908,1494.2,135,83,1.6485185185185185
16161U,WRAP SUKI AND FRIENDS,3550,1491.0,132,103,0.42
21394,RED POLKADOT BEAKER ,3678,1482.46,113,88,0.4423893805309735
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,890,1478.4599999999998,95,82,1.7483673469387755
23068,ALUMINIUM STAMPED HEART,595,1478.2700000000002,120,98,2.486666666666667
23252,VINTAGE RED ENAMEL TRIM JUG ,394,1477.5,114,97,3.75
21240,BLUE POLKADOT CUP,1750,1474.76,203,145,0.8481159420289855
21735,TWO DOOR CURIO CABINET,116,1472.25,69,51,12.652173913043478
21870,I CAN ONLY PLEASE ONE PERSON MUG,1177,1471.25,134,95,1.25
23360,SET 8 CANDLES VINTAGE DOILY,753,1468.35,96,84,1.95
22914,BLUE COAT RACK PARIS FASHION,296,1465.2,130,102,4.95
23438, RED SPOT GIFT BAG LARGE,1172,1465.0,88,79,1.25
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1719,1461.9299999999998,146,117,0.8551655629139072
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1167,1458.51,91,55,1.2485106382978723
22119,PEACE WOODEN BLOCK LETTERS,288,1455.96,99,79,6.1892452830188684
22956,36 FOIL HEART CAKE CASES,755,1454.7600000000002,153,135,2.056459627329193
21704,BAG 250g SWIRLY MARBLES,1692,1453.02,168,128,0.8869230769230768
22331,WOODLAND PARTY BAG + STICKER SET,876,1451.96,130,96,1.6752307692307693
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,960,1449.04,173,110,1.5545454545454545
23292,SPACEBOY CHILDRENS CUP,1154,1444.92,150,110,1.265921052631579
M,Manual,1561,1444.61,205,170,3.823136363636364
23188,VINTAGE  2 METRE FOLDING RULER,864,1443.6399999999999,118,99,1.7448760330578512
23005,TRAVEL CARD WALLET I LOVE LONDON,3436,1443.1200000000001,173,104,0.42
22897,OVEN MITT APPLES DESIGN,971,1429.91,165,130,1.5589820359281434
22807,SET OF 6 T-LIGHTS TOADSTOOLS,532,1429.44,104,72,2.7874074074074078
46000M,POLYESTER FILLER PAD 45x45cm,922,1429.1000000000001,131,90,1.55
22236,CAKE STAND 3 TIER MAGIC GARDEN,112,1428.0,71,61,12.75
84596F,SMALL MARSHMALLOWS PINK BOWL,3085,1424.83,286,166,0.4994701986754967
22131,FOOD CONTAINER SET 3 LOVE HEART ,714,1422.82,169,112,2.0596089385474863
22215,CAKE STAND WHITE TWO TIER LACE,226,1421.5,80,66,7.320625
22816,CARD MOTORBIKE SANTA,3438,1420.2,176,158,0.41833333333333333
22329,ROUND CONTAINER SET OF 5 RETROSPOT,859,1417.35,143,101,1.65
21041,RED RETROSPOT OVEN GLOVE DOUBLE,480,1416.0000000000002,135,98,2.95
21794,CLASSIC FRENCH STYLE BASKET NATURAL,345,1414.67,86,76,4.399651162790698
22689,DOORMAT MERRY CHRISTMAS RED ,166,1410.48,84,77,8.57729411764706
22602,RETROSPOT WOODEN HEART DECORATION,1655,1405.1899999999998,162,130,0.8623809523809524
85015,SET OF 12  VINTAGE POSTCARD SET,1842,1404.22,111,101,1.0183185840707965
20992,JAZZ HEARTS PURSE NOTEBOOK,3261,1402.8899999999999,237,160,0.46062992125984253
82581,TOILET METAL SIGN,2509,1400.97,296,169,0.5556565656565656
23681,LUNCH BAG RED VINTAGE DOILY,848,1399.2,110,98,1.65
22571,ROCKING HORSE RED CHRISTMAS ,1643,1396.55,170,146,0.85
23228,FILIGREE HEART BIRD WHITE ,1109,1396.54,75,56,1.400921052631579
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,94,1396.5,79,67,14.894303797468353
22789,T-LIGHT HOLDER SWEETHEART HANGING,714,1394.04,122,98,1.996771653543307
22398,MAGNETS PACK OF 4 SWALLOWS,2437,1393.68,226,167,0.6308260869565218
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,3437,1392.91,202,142,0.4320792079207921
51014A,"FEATHER PEN,HOT PINK",2829,1391.4499999999998,151,103,0.5086451612903226
21534,DAIRY MAID LARGE MILK JUG,281,1390.95,120,92,4.95
22797,CHEST OF DRAWERS GINGHAM HEART ,81,1389.29,69,55,17.186811594202897
47599A,PINK PARTY BAGS,661,1388.1000000000001,121,94,2.1
22284,HEN HOUSE DECORATION,841,1387.6499999999999,98,77,1.65
22843,BISCUIT TIN VINTAGE GREEN,206,1381.36,103,87,6.7851923076923075
22812,PACK 3 BOXES CHRISTMAS PANNETONE,680,1380.5,94,78,2.148181818181818
21982,PACK OF 12 SUKI TISSUES ,4322,1379.4199999999998,255,180,0.3430075187969925
72802C,VANILLA SCENT CANDLE JEWELLED BOX,415,1376.75,79,58,4.164634146341464
22428,ENAMEL FIRE BUCKET CREAM,197,1376.3300000000002,90,73,7.029777777777778
23546,WRAP PAISLEY PARK ,3275,1375.5,120,106,0.42
22653,BUTTON BOX ,708,1372.86,114,70,1.9413559322033898
22185,SLATE TILE NATURAL HANGING,924,1370.1799999999998,115,102,1.6101694915254237
22110,BIRD HOUSE HOT WATER BOTTLE,534,1366.61,151,114,2.5806875
22574,HEART WOODEN CHRISTMAS DECORATION,1548,1364.9399999999998,150,125,0.9001307189542483
23028,DRAWER KNOB CRACKLE GLAZE BLUE,821,1364.4899999999998,107,83,1.6650458715596328
85175,CACTI T-LIGHT CANDLES,3233,1364.42,122,80,0.42333333333333334
85061W,WHITE JEWELLED HEART DECORATION,1626,1364.28,106,75,0.8578151260504202
21239,PINK  POLKADOT CUP,1614,1360.2,191,137,0.852680412371134
22562,MONSTERS STENCIL CRAFT,1086,1357.78,185,145,1.2670157068062826
21916,SET 12 RETRO WHITE CHALK STICKS,3211,1356.82,245,155,0.43301587301587297
23213,STAR WREATH DECORATION WITH BELL,1091,1353.67,114,90,1.2464406779661017
23374,RED SPOT PAPER GIFT BAG,1644,1348.08,118,105,0.82
22975,SPACEBOY CHILDRENS EGG CUP,1070,1345.97,141,109,1.2753846153846153
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1468,1345.48,131,126,0.8966917293233083
21845,DAIRY MAID STRIPE MUG,1511,1344.89,76,61,1.0985714285714285
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,317,1344.61,99,76,4.245555555555556
22186,RED STAR CARD HOLDER,621,1343.99,112,105,2.333716814159292
22853,CAT BOWL VINTAGE CREAM,415,1341.75,100,75,3.245
22080,RIBBON REEL POLKADOTS ,812,1339.8,122,113,1.65
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,841,1336.8500000000001,84,79,2.39
22426,ENAMEL WASH BOWL CREAM,356,1335.0,129,98,3.75
22747,POPPY'S PLAYHOUSE BATHROOM,635,1333.5000000000002,164,120,2.1
23302,KNEELING MAT HOUSEWORK  DESIGN,881,1333.4299999999998,181,136,1.5891443850267377
22360,GLASS JAR ENGLISH CONFECTIONERY,448,1331.8000000000002,131,96,3.0500000000000003
